review,rating,gym,branch,length,year
"I have been training at the Virgin Active Paya Lebar outlet for about 4 months now, and have also taken up personal training with Roy Ho. I must say it has been one of the best wellness decisions Ive made in a long time.

I decided to take up PT because I was seriously getting out of shape and yet had no idea how to begin at the gym. I had a previous lower back injury and also play football once a week - I wanted the gym training to accommodate to this whilst also being able to get the most out of it. The training program that Roy has planned for me has been very effective, and he is always making minor adjustments to ensure that the intensity and gains for each session are optimal. He is very knowledgeable and just about knows every kind of exercise or movement - which is very beneficial as he can still find an exercise to work a muscle even when it no longer has strength or is very pumped. He also doesnt try to push you to do or sacrifice things that you may be uncomfortable or not ready for the sake of progress. He is also a very encouraging and dedicated trainer - he even plans my workouts for me on days that I train alone, though he is not obliged to do so. I can see very visible progress in the short 4 months training under him - my arms have grown, I dropped 2 inches in waist size, I dropped 5% body fat, I can now dumbbell chest press 18kg now compared to 6kg when I started, honestly this list can go on. I highly recommend Roy to anyone who wants to get into shape but has no idea how to start or has never ever been to the gym before.

Also, my experience with the Paya Lebar outlet has been fantastic so far. You can really tell that a lot of effort has been put in by the staff to provide and maintain that premium feel, which makes going to the gym a more enjoyable and comfortable experience. Though this may be a more compact outlet compared to the other Virgin Active outlets in the CBD, honestly it has more than enough to cater to people with varying levels of fitness and interests. The gym is visited by both beginners and heavy lifters alike across all age groups and the classes are always fully booked. And by classes I mean reformer pilates, spin, bodypump and GRID training - yes all of these are available at Paya Lebar! I can see myself being a regular here for a very long time, and will strongly recommend everyone to give this gym a go if youre looking for a superb place to get a workout.",5,Virgin Active,Paya Lebar,2441,2023
"The range of equipment is fantastic, and the staff is always friendly and helpful. The cleanliness and hygiene standards are top-notch, making me feel comfortable during my workouts. Terence is very enthusiastic, which makes me more confident during the workout period.",5,Virgin Active,Paya Lebar,269,2023
"My most frequented branch, there is a wide range of classes here which I enjoy attending. Class timings range from morning 715am to 9pm at night so it's good for those working.

Unfortunately this particular branch is smaller and does not have as much facilities such as a pool, salt room, nap pods etc :( it is also lacking some machines such as hip adductors etc. But if you are not so concerned about variety of equipment and enjoy attending classes more which I do, this is a very cosy branch that is a stone's throw away from Paya Lebar MRT.

My relationship consultant Shana is very friendly, and always responds to any questions and queries I have quickly and promptly. Kudos to her! :)",5,Virgin Active,Paya Lebar,693,2023
"Shana is the best, she is always ready to help!!",5,Virgin Active,Paya Lebar,48,2023
"Avan is an exceptional PT. Especially if youve been injured or are rehabbing an injury. Highly recommend.

Quality of Training:
The training sessions have been top-notch. The content was directly tailored to my needs, especially considering my L5/S1 disc issues. Every exercise and movement felt relevant to my condition and the effectiveness of the program has been evident in how Ive felt and progressed.

Progress Made:
Since starting the training, I have noticed a significant improvement in my mobility and pain management. The tailored exercises have made a difference in my daily life, and the emphasis on targeted training has allowed me to regain confidence in my physical capabilities.

Communication and Support:
Your communication and support have been exceptional. Sending videos for my reference to continue training at home was incredibly helpful. Your proactive approach in suggesting releases and other at-home remedies ensured that I always felt supported, even outside our scheduled sessions.

Overall Experience:
The most positive aspect of my training experience was the bespoke nature of the program. It was evident that you took the time to understand my condition and craft a training regime that was tailored to my needs. Your deep knowledge and expertise stood out in every session, making me feel confident and secure in the exercises we did.

Recommendation:
Absolutely, without a doubt, I would recommend Avan to others. Especially for those who are looking for specialised guidance and a program that is truly tailored to individual needs. Your talent, knowledge, and dedication are evident in every session.",5,Virgin Active,Paya Lebar,1638,2023
"The trainers are great at VA, esp PLQ outlet. Totally enjoy the group classes with trainers of amazing vibes. If I can name, join the classes by Rozanne, Pfeiffer and Tracy. 

Have been here for 5 years and never dread coming for the classes.",5,Virgin Active,Paya Lebar,242,2023
"Having been a former member of a couple of other chain gyms in Singapore, my experience with Virgin Active has so far been the most pleasant. I appreciate the simple pricing system that gives me access to all their clubs, the staff are always welcoming and friendly, and I like the clean and well-appointed changing rooms. I frequent the Paya Lebar outlet the most often as its the most convenient and while its smaller than the other clubs (which have expanded facilities like swimming pools and Himalayan salt rooms), its adequate for my needs. What I like best are the variety of classes on offer. Theres Pilates, yoga, spin, boxing, and more and heres hoping VA will consider expanding the number of popular classes like Reformer (Align) in the future so that members have a higher chance of booking a slot.

One minor gripe I have is that you have to log into the Virgin Active MyLocker website to book classes, which strikes me as strangely archaic as even many of the smaller studios and gyms in Singapore these days have dedicated apps that allow you to book classes quickly and easily. The website seems prone to lags and crashes, and while theres a function that allows you to watch classes that are full, youll need to once again log in to find out if a slot has opened up. This wouldnt be a problem if there was an app that could send members notifications about slot openings.

That being said, my overall experience with VA has been good so far and with some improvements made to the technology, more classes offered throughout the day (and maybe more outlets across the island in the future?), theres no reason why it wouldnt be able to set the gold standard when it comes to chain gym brands in Singapore.",5,Virgin Active,Paya Lebar,1721,2023
"The advantages of this place are that since its expensive you dont have to fight for space, its really clean and everything works.

On the other hand the selection of machines is quite limited and its not cheap.",4,Virgin Active,Paya Lebar,211,2023
"I wanted to take this moment to express my appreciation to KIM, she was unwavering dedication, attentiveness and willingness to go above and beyond and have truly made positive impact on my journey in Virgin Active. You always taking time to actively listen to my concern and request. Your professional approach has made me feel supported you have a happy soul and warm personality. Keep up the high spirit. Take care!",5,Virgin Active,Paya Lebar,418,2023
went as a classpass member. all the staff were fantastic and made me think about actually joining as a regular member!,5,Virgin Active,Paya Lebar,118,2023
"I cancelled my pass, but they still charged me despite confirming the cancellation. Their explanation for why I was charged was that the staff member I spoke to had resigned and didnt follow up on my cancellation. I even checked with their reception staff two days before my last day, and they confirmed that my pass would be cancelled. Their email responses very slow.",1,Virgin Active,Paya Lebar,369,2023
Classes offered here are great. Staffs are super friendly and helpful! Overall a decent gym to get some workout done. Smaller gym compared other VA branch.,4,Virgin Active,Paya Lebar,155,2023
"They have a high quality, diverse group classes and have equipments that are in good condition. this gym is very clean and has sanitation spots for us to clean the equipments after our workout. they also have toiletries provided such as body soap, shampoo and conditioner, deodorant etc. also they have amenities like hairdryers and straighteners. the staffs are also very welcoming and kind. Kim ( one of the staffs ) signed me up and has been super helpful and kind. she explained to me all the questions i had perfectly. Therefore, i did not regret signing up here in VA.",5,Virgin Active,Paya Lebar,574,2023
The instructor composition was good.,5,Virgin Active,Paya Lebar,36,2023
Closest to where I live besides my main one (Marina One),5,Virgin Active,Paya Lebar,56,2023
Thank you hafiz for the good hospitality service cantik bosskurr!!,5,Virgin Active,Paya Lebar,66,2023
Had an experience visit to Virgin Active Paya Lebar. Equipment are pretty new well maintained.,4,Virgin Active,Paya Lebar,94,2023
"Fantastic club, not the biggest club of Virgin Active brand, but fully functional.

Environment is friendly, clean, and importantly not too crowded during peak hours !",5,Virgin Active,Paya Lebar,167,2023
"Was 2mins late for a Pilates class and the Instructor (Lucy B) rudely told me off and didnt let me into the class. This will be the first and last time that I will come here. I even paid for the class beforehand. What a waste of my money and time to come all the way down.

Virgin Active, if you are seeing this, please tell Lucy B to have a heart.",1,Virgin Active,Paya Lebar,348,2023
I prefer the outlets at Gucco & Marina One for the facilities like salt room hot cold therapy and pool but there are newer equipment,4,Virgin Active,Paya Lebar,132,2023
"Booked myself a Reformer class (11:30AM weekday) since I had an hour in between work calls and have been looking to try out VA in the area. I believe I made it pretty clear the moment I stepped foot into VA that it's my first time and am new to the studio.

Checked in at the counter where staff gave weird looks and no one came forward to give me a quick tour of their facility and / or directives as to where I could purchase my grip socks. I was early (got in 11:10AM) and was left to navigate the studio on my own (while experiencing the demeaning looks from VA staff).

The Reformer Beginner class was conducted by someone they outsourced, she isn't a Pilates instructor w VA, just here to stand in for another instructor. OK. The class was mediocre at best, sped through without much application of techniques such as alignment, breathing etc which are obv core to Reformer Pilates.

I do not encourage anyone to waste any time doing a class with them.

Adios VA.",1,Virgin Active,Paya Lebar,969,2023
"I've been a member for more than a year and simply love the gym. Jenn signed me up and has been so helpful with my follow up questions. The instructors like Terence, Mira, Ming and everyone else are friendly, knowledgeable and conduct their classes really well. The receptionists are always smiling and energetic. The facilities are well maintained too. A lovely atmosphere and Plus super location at PLQ. One of the best decisions I've made. Sign up!",5,Virgin Active,Paya Lebar,451,2023
Lousy. Was closed on Christmas Day and did not put up notice nor any updates.,1,Virgin Active,Paya Lebar,77,2023
"Ive been a member with VA for over 2 years but I have never thought of changing my membership to other brands because Im an advocator for good services and amazing facilities that any outlet of VA offers. I used to go to True and Anytime.

The personal touch of each outlets and the attention put in details are amazing. One great example is the machine to squeeze your wet clothes (have no idea what it is called), the toiletries available such as deodorant, body lotion and also amenities such as hair straightener (even for guys), iron board and the occasional partnership pop-up is such a great environment for all to enjoy.

Most importantly, the gym equipments are top notch and always serviced frequently so broken down machines are super rare. I havent mention, how thoughtfully each machines are arrange in a way that users dont really have to work far to go from one place to another.

When it comes to classes, I must say VAs classes are close to what private studios would offer. The quality of Yoga classes are on par if not better than half of Classpass studios. I will not compare with True because theirs is just a nightmare.

Last but not least, I just hope that they can maintain a healthy flow of gym goers as it can be quite crowded at peak hours or make my dream come true if they would open up a new outlet (maybe in Orchard since TEL line is now there).

I cant wait to go to other VAs around the globe and hope I can stay healthy with such a great environment to work out. I also hoped that the upper management can treat staff much better as Ive seen many left for better offers (quite sad to see some leave).

All in all, I love Virgin Active and this review speaks for all outlet here in Singapore.",5,Virgin Active,Paya Lebar,1725,2023
Convenient gym! There is a direct lift up from the PLQ carpark.,5,Virgin Active,Paya Lebar,63,2023
Fantastic club,5,Virgin Active,Paya Lebar,14,2023
"It is a smaller gym compared to other branches, but it has all the essentials for me.
Not many HIIT classes in the weekend which is quite disappointing for me.
This one also has no sauna
The front office people are the friendliest and they remember your name.
Gym attire is a bit outdated but better than fitness first.
I feel not really crowded compared to FF nearby! I can do my workout quite well here.",4,Virgin Active,Paya Lebar,405,2022
Great service staff and trainers! Clean equipments and fun atmosphere too.,5,Virgin Active,Paya Lebar,74,2022
"Youre supposed to come with just your shoes but they never have your size and never have socks. For people working out before going to the office, go somewhere else.

No many machines either here.

If you dont use other branches, its not worth the price.

Last thing, they never replied to their phone number nor email... So, not great service",3,Virgin Active,Paya Lebar,343,2022
who likes,1,Virgin Active,Paya Lebar,9,2022
Outstanding facilities and service. Recommend this gym! Its premium.,5,Virgin Active,Paya Lebar,68,2022
"One of my fav gyms in Singapore. Classes are great and there are many, the equipment is amazing (the RPM bikes need to be upgraded though). Overall, good experience there. Recommended! You'll get much more than what you pay for!",5,Virgin Active,Paya Lebar,228,2022
"Very disappointed! The membership fee is almost 40% higher than fitness first and 60% higher than 24XFitness; both are nearby. Three cable stations are barely enough for the heavy flow of members using at peak hours; now, two malfunctions. I kindly reminded the staff that one cable station malfunctioned one week ago, and it remained the same one week later. When asked, its operation officer said that the station felt 'normal' to him, even though they said that the repair report was filed one week ago, and one of the personal gym trainers confirmed the issue after testing.

The staff dont know how to respond to customer complaints appropriately, is inactive, and lacks integrity by treating customers like fools and lies in front of clients' faces. Instead of fixing the issue itself, the staff tried to silence the complaining customer like they were scared that other customers would realise what kind of below-standard service the gym provides.",1,Virgin Active,Paya Lebar,954,2022
"The staff there are very friendly, accomodating, and professional. A positive difference in service attitude than my home gym, Holland branch.",5,Virgin Active,Paya Lebar,142,2022
"I signed up for the promotion trial.
Pros:
- Paya lebar outlet is convenient for me and not as crowded as FF in the same vicinity
-Enjoyed the pool at Marina One outlet
-Generally good service. One lady at Marina one is particularly friendly

Cons:
-Classes are hard to book and repetitive. Everyday they do body pump and hard core (cant rmb the exact name) - but both has weights and hiit
- I enjoy Zumba but those classes are few and typically in Holland V outlet, during office hours or fully booked
-Confusion w promotion- what staff conveyed to us was inaccurate. when we reflected this to the staff, they were very rude and threatened to call the police if we don't pay for the 2 weeks. (This was even though we quoted our agent's name and furnished screenshots of conversation). After some time, they agreed to waive it. Still, this was unnecessary trouble for us for $75.",3,Virgin Active,Paya Lebar,879,2022
Very nice and clean. The staff was friendly and helpful,5,Virgin Active,Paya Lebar,55,2022
"Very crowded and outdated facility. I signed up and decided to cancel the membership two days later. The staff Jenny said she will process and refund in two weeks. But that is not the truth. I asked many times, she always stall and says will help me check. then there is no message and till now more than one month I still haven't received the refund.",1,Virgin Active,Paya Lebar,351,2022
"Water heater got problem, this cycle instructor is full of herself. Staffs are not helpful. Classes r always short of slots. Dont pay premium price for this gym.",1,Virgin Active,Paya Lebar,161,2021
Love the gym environment light and spacious.,5,Virgin Active,Paya Lebar,44,2021
Good gym and choice of equipment,3,Virgin Active,Paya Lebar,32,2021
"A good gym... might be a bit oversubscribed...
Positive
Quality",4,Virgin Active,Paya Lebar,63,2021
"Missing some equipment available at Tanjong Pagar, but it's understandable due to smaller space. However strange to see that management didn't add couple of belts to add weights for pull-up exercise after query more than year ago. Also extra EZ-bars is something what VA is missing everywhere in assumption that it's needed for Scott bench only.",4,Virgin Active,Paya Lebar,345,2021
"The classes are overbooked almost always. VA staff is nice and helpful but the management should stop being unfair to the users who are paying for the membership and yet, not getting to attend the classes they want. And to make matters worse you can't quit as there's usually a yearly contract. So you're just supposed to pay even if there are no slots available for classes that you prefer.
Negative
Communication, Professionalism",1,Virgin Active,Paya Lebar,431,2021
Great place to work out!!,5,Virgin Active,Paya Lebar,25,2021
"I love this place simple and awesome. Weights, cardios, classes... and great people working there. What more could you ask for?",5,Virgin Active,Paya Lebar,127,2021
"Great fitness centre/gym that has a reasonably-sized open space for free weight training. There are two squat racks and ample equipment available. Several number of studios allow for classes like yoga, pilates, spin, and HIIT.",4,Virgin Active,Paya Lebar,226,2021
"Friendly staff and good equipment. The gym is a bit small but it has the essentials, and in mornings it's not too hard to find the equipment you need. Only exception is the only bench in the gym is often in use.

On weekends, though, it's super busy. Probably evenings too (like every gym) but I haven't been there during the evening.",5,Virgin Active,Paya Lebar,334,2020
weirdly shaped squat rack here is an absolute death trap. pins are only a foot long and monkey bar on top makes overhead presses impossible,2,Virgin Active,Paya Lebar,139,2020
"Hmmmmm, I like. ",5,Virgin Active,Paya Lebar,16,2020
"Warm and friendly staff, superb instructors! Everything is clean and sparkly. Staff takes the check-in, check-out process very seriously during this COVID period. Spray bottles and cloth provided on the limited bikes in the spin studios, with staff coming in to further clean the place up between classes. I definitely feel safe and at ease here. Jiayou, VA staff!",5,Virgin Active,Paya Lebar,364,2020
"Positive
Quality",5,Virgin Active,Paya Lebar,16,2020
"Tried to cancel the gym membership, because the classes were not great, and they refused to answer for email for WEEKS. I kept getting charged around 100 every 2 weeks, despite multiple emails asking to cancel. They called me finally, but yet dont give a final answer about termination despite having served the 12 month contract. Not responsible, and difficult to communicate with the staff. They dont refund the membership amount to you either. Very disappointed.
Negative
Communication, Quality, Professionalism",1,Virgin Active,Paya Lebar,514,2020
"No more dancing class in phase 2. I can only attend Yoga and Reformer classes, it gets boring...",2,Virgin Active,Paya Lebar,96,2020
"crowded, almost no classes, impossible to book convenient time. very disappointing.",1,Virgin Active,Paya Lebar,83,2020
"This is a more boutique gym (pay lesser if you just go this gym) than other virgin active, but has very specific classes that I like especially the reformer and body pump classes. I usually go on weekends and it's not very crowded though small area.

What I love is their free massages, threadmills machines come with Netflix (you need your own account) and YouTube! There's complimentary attire they would rent to you, and also shower facilities and hair dryers etc. lockers are available as well. Everyday there would be fruits in a basket and free tea and coffee and water :)",5,Virgin Active,Paya Lebar,578,2020
Clean new equipment friendly instructors nice fruits freebies best showers,5,Virgin Active,Paya Lebar,74,2020
"200$ / month gym but 6pm closing time means vacating the place at 6, not stopping workout at 6. Even the government pools are more generous",2,Virgin Active,Paya Lebar,139,2020
"I decided to terminate my membership as this newest gym closest to my place didnt meet my expectations and standards they try to portray. They get to add downgraded gyms and increase the monthly membership fees, and its always overcrowded and you will need to book classes sometimes days in advanced. Most classes are during working hours, not much on the weekends and weeknights, otherwise fully-booked. I have reported the awful smell of shirts a lot of times but nothing was improved. This is not the kind of lifestyle I would pay for. I thought being the most expensive would make a difference.",1,Virgin Active,Paya Lebar,598,2019
"I went there to wait for someone.

I was not even able to wait at their reception unless I register. I did it several times at the Raffles premises.

Not a nice and friendly atmosphere!!!",1,Virgin Active,Paya Lebar,187,2019
"Relatively small Virgin Active gym with limited weight machines, but it is a new branch so the machines and the facility is spick and span. Great place to go for a workout and the staff are friendly!",4,Virgin Active,Paya Lebar,199,2019
"One of the newest Virgin active centres, great classes and the quality of the instructors and the atmosphere is excellent.",5,Virgin Active,Paya Lebar,122,2019
Loving this gym,5,Virgin Active,Paya Lebar,15,2019
Love the place.,5,Virgin Active,Paya Lebar,15,2019
Most well equiped and positioned gym for the office crowd,5,Virgin Active,Paya Lebar,57,2019
Nice environment. Nice cold tower.,5,Virgin Active,Paya Lebar,34,2019
It is better than the Raffles outlet. I had a bad experience over at Raffles outlet.,5,Virgin Active,Tanjong Pagar,84,2024
"My second favourite VA Club! Staff members very friendly and always Welcomed us and greeted us with a big smile (really unlike the other outlets like Marina one). The gym floor is spacious and nice and my favourite reformer pilates class is by Fay. The best pilates instructor so far. Very experienced and guided us very well unlike other instructors who just give verbal cues and not help u fix your form etc.

Improvements:
- However I think the showers have to be improved. The flooding in the female toilets is quite disgusting.
- The shampoo and conditioner is also quite damaging to my hair. Considering the amount we pay I think it'll be good to invest in better quality shampoo and conditioners.
- Sometimes the towels are pretty nasty with some stains on them and they look very used.
- The VA membership has some discounts but it's very limited and not appealing. As someone who comes on the weekends for gym, discount partnerships with the restaurants like Rappu and featherblade are unavailable from Fri-sun. Which is quite sad... also the restaurant Goho has been closed for many months now. Please update the discount list and would like to suggest to bring in other trendier places. 10% discount is quite sad honestly. Suggestions to partner with acai affair/summer acai/more salad places/sbcd house or any other eateries nearby. Can also partner with like activewear brands like gymshark/alphalete/csb/lululemon. Or other local brands. Suggestions to bring in discount for bulk protein bars or protein powder purchases etc",4,Virgin Active,Tanjong Pagar,1538,2024
"The nicest gym I've ever been to. I love that they have Hyperice massage guns, a sauna, and lots of space.

Isaac, at the front desk has awesome customer service skills (super helpful!) and Justine, who signed me up was also a great sales person who followed up with me, but wasn't high pressure.",5,Virgin Active,Tanjong Pagar,296,2024
Have had rude encounters with the staff time and time again even after contacting customers service.They have been nth but hostile and the treatment compared to other outlets are simply baffling!,1,Virgin Active,Tanjong Pagar,195,2024
"Been a member for a few months now.

The Club at Tanjong Pagar is poorly managed.

Cleanliness of the male shower room is disgusting.

The scheduling of the cleaner in the changing and shower area is always at peak hours.

They often (9 out of 10 times) run out of L size attire and socks during weekdays before 11 am their scheduled delivery time for next batch of clothing.

The cold plunge is down for at least 2 weeks.

Overall it's a nice facilities at Tanjong Pagar but it's POORLY managed compared to the other locations like Marina One.

Terrible especially when it's supposed to be the more expensive club.",1,Virgin Active,Tanjong Pagar,615,2024
"I arrived only three minutes late for a class, well within the five-minute grace period. I was allowed to check in at the front desk, but when I arrived at the studio, the trainer refused to let me join, stating, ""the class has started,"" and ignoring my attempts to clarify. He completely ignored me and turned to others by saying ""let's continue"". This inconsistent approach is both frustrating and unprofessional, especially when the club's own check-in policies were followed.

Having been a member with Fitness First and Pure Fitness, I have never encountered this level of disregard. Choosing to trust Virgin Active for a top-tier experience now feels like a significant mistake, and I am concerned this behavior may be a recurring issue after reading other reviews here.

I'd like to have response from Virgin Active with details on how this will be addressed to ensure a respectful and inclusive environment that aligns with Virgin Active's brand values.",1,Virgin Active,Tanjong Pagar,961,2024
"I had a fantastic experience at Virgin Active Tj. Pagar, thanks in large part to the exceptional service provided by Justine. She was incredibly attentive, ensuring that my trial session was informative and enjoyable. Shes been helpful in assisting me make a decision to join the gym.

The gym itself is well-equipped with newer machines and a clean environment. The classes are well-organized, I particularly appreciate the minimal setup required for classes, making it easy to join in.

I highly recommend VA to anyone looking for a top-notch gym experience.",5,Virgin Active,Tanjong Pagar,560,2024
ken is a horrible instructor,1,Virgin Active,Tanjong Pagar,28,2024
"Love it. Can't wait to see it post renovations.

----
Update in September 2024.

Love it post renovations.

I don't normally do Pilates but I have noticed that in this outlet the sheer amount of reformer beds in one setting isn't enough for 1 instructor. Unless all the attendees are seasoned Pilates goers.

They have many non official certified Pilates instructors too which sometimes translate to interesting classes...

To many beds per instructor means not enough time/concentration to correct everyone's postures and I can see injuries waiting to happen.",5,Virgin Active,Tanjong Pagar,560,2024
"Dealt with Justine. Insincere and incompetent. A gym membership is such a basic product but she can OFFER something and FAIL to deliver. And I'm not even sure if she realises what happens. Thus I rather warn others who are joining rather than sort this out with the gym, absolute waste of my time",1,Virgin Active,Tanjong Pagar,296,2024
"My second home. Friendly atmosphere. Great staff, sleep pods, and good gym equipment. Plenty of places to rest, relax, or exercise hard to your liking.",5,Virgin Active,Tanjong Pagar,151,2024
"I enjoyed going to Tanjong Pagar VA for a few reasons:
- my wonderful and committed PT, Vanessa!! She provided a lot of good cues and instructions on what to do with each machine and how to ensure I dont get injured when doing certain exercises be it on or off the machines. She meticulously followed up with me on the exercises that I learnt from my physiotherapists and incorporated them into my weekly training routine to ensure I maximised the chances of my legs recovery. She also specially curated a weekly programme for me to focus on strengthening my upper and lower body which I greatly appreciated her efforts! Look for Vanessa if you need an effective PT session!
- the staff esp. Zul and Nabil are extremely friendly and make the efforts to remember my name! I always feel so welcomed by them when they greet me by my name whenever they are at the counter. Their cheerful smiles and warmth personalities bring up the service level at this outlet!
- the gym area is bigger than some of the outlets though some of the machines might look a bit dated.",5,Virgin Active,Tanjong Pagar,1060,2024
"Spacious and clean gym with a wide range of machines and equipments, I come here on the daily and I am impressed with the high standards that the gym maintains in terms of cleanliness, order and service.",5,Virgin Active,Tanjong Pagar,203,2024
Thank you Isaac and the Operation Team for the prompt response which facilitated membership freeze request to be processed seamlessly.,5,Virgin Active,Tanjong Pagar,134,2024
Good gym space but shower room wall full of black mold . Look like not done cleaning daily . Dinning area ductbin are over full and no staff settle the bin that full.,3,Virgin Active,Tanjong Pagar,166,2024
"Good experience and first impression at the gym. Was just looking around and the staff Justine was helpful, especially when showing the facilities. Professional, and very respectful. Overall an excellent experience",5,Virgin Active,Tanjong Pagar,214,2024
"Poor service, rude staff. Don't recommend.

The staff member offered to show me around the studio after my first lesson. However, I ended up waiting for 10 minutes without any assistance, leading me to leave. Shortly after, I received a call from her and she was upset that I had left and demanded that I should have sought her out. Her tone was aggressive, and she expressed anger over my decision not to join the gym due to unfriendly staff--something my friend also experienced.

Furthermore, during our conversation, she shouted at me, stating that she let me in despite me being one minute late. In reality, she informed me that latecomers were not allowed to join the class, and she merely observed me attempting to enter from a distance. My friend was also denied entry due to being 10 minute late. While it is reasonable to not allow latecomers to enter, it should be conveyed to the customers clearly and the staff in VA did not manage to do that. There was no mention of any grace period nor any rules about late comers, even after my friend message them to inform that she would be late.

Overall a really unforgettable experience, the call left me feeling quite shaken because of how aggressive she was...",1,Virgin Active,Tanjong Pagar,1217,2024
"Very unfriendly and unprofessional place. Was 10 minutes late to a class and they denied entry entirely. Did not inform us on the no late entry policy at all. When asking for help from the receptionist, they were really dismissive and rude about it. Receptionists were very argumentative and not helpful at all. Take note that I did message them about me coming in late beforehand, and they replied but did not bother to mention this rule until I reached.

100% will not recommend this place. They also constantly call you and harass you to join the gym so I think it is bizarre that they never bothered to mention the policy :)

Thats not even the worst part. After my friends and I left, a staff member called us to ask us about out whereabouts (she was suppose to show us around the gym after class, but we waited for 10 minutes and no one contacted us). When we said that we left, the staff became very rude. My friend said that she would not be joining the gym anyway due to bad service and the staff then began to scold her, claiming that she should be glad she allowed her in despite her being 1 minute late. How ironic ",1,Virgin Active,Tanjong Pagar,1127,2024
Justine at VA Tg Pagar is great. I have yet to take up membership as I m in between another but Justine is patient and understanding of my club considerations. She takes time to identify your preference and needs to explore which VA facilities would be an advantage. She does not run a hard sell blindly. For this I will keep VA in mind for my next fitness club enrollment though more ex. MG,5,Virgin Active,Tanjong Pagar,391,2024
"Fantastic service and attitude from staff, Justine! The gym is clean and big, making the whole gym experience very positive.",5,Virgin Active,Tanjong Pagar,124,2024
"Ive been training with my personal trainer Ivan for the past 8 months, and I couldnt be happier with the results. Thanks to his patience and expertise, I achieved my very first unassisted pull-ups!
My overall fitness has significantly improved and seen a great transformation in my body composition. Ivan is incredibly patient and knowledgeable, tailoring each session to meet my specific goals and needs. I highly recommend him to anyone looking to make a positive change in their fitness journey!",5,Virgin Active,Tanjong Pagar,498,2024
"I have always been wanting to try VA for a long time but the initial deterring factor was the price point, as compared to the next biggest competitor (Fitness First) in the area.

However, I did not regret joining VA membership after having experienced a wonderful service provided by the whole Tanjong Pagar team over the past two months here.

FOH:
I recalled dropping by on a late afternoon of Vesak Day to make an enquiry on what VA has to offer. I was immediately greeted by the pleasant team member as soon as I stepped out of the lift and was asked how I can be assisted. Having understand my enquiry, she had me seated while she paged for an available relationship consultant to meet up with me.

While waiting for my consultant, I took notice of the FOH checking in processes on a peak day. One word: SEAMLESS!

Within 15 seconds the whole check-in process was completed. While the member approach the first team member for check-in, the other 2 team members were already preparing the locker keys and workout attires. An additional person was on standby to assist any time to ease the waiting time where needed.

Im rather impressed at the level of meticulous planning the FOH manager must have taken into consideration in ensuring that the members get what they needed fast to start their session even during the peak-hours.

RELATIONSHIP CONSULTANT:
I was later greeted by Kishen my consultant. Really great welcoming personality and instantly connect on a personal level being able to understand my concerns, needs and past experiences I had with other brand clubs.

I was given a guided gym tour and explained what this studio has to offer in terms of facilities and equipments and spaces. Kishen also took the time to share the available packages based on my fitness needs and clarify any doubts I have regarding to the billing cycle and T&Cs.

FACILITIES:
The male locker room is very spacious, with an impressive minimum of 20 shower cubicles and over 200 lockers. The locker room has great ventilation system, and they have a locker room attendant readily on duty in ensuring the locker is well-maintained.

However, I do feel that the common corridor of the shower area could be better maintained, as it would get rather slippery during peak hours. I also felt that the maintenance of the lockers could be done a lot better, as the locks tend to be rather faulty. It gets really frustrating and I could occasionally hear other members frustrations too.

PERSONAL TRAINER:
I was quickly connected with my PT, Samuel, the following day after having signed up with VA and scheduled our one-time complimentary PT session.

Through our first session, I could sense the passion and enthusiasm Samuel has as a very young PT. He took genuine interests on assisting me in attaining my fitness goals, by asking many relevant questions, such as my past fitness experiences, dieting, working schedules and both short-term and long-term goals I hope to achieve.

After our first complimentary session, without hesitation I took up the 3-months training program with Samuel when he introduced the various PT packages offered by the club.

Over the past 2 months, with Samuels clear explanation and easy-to-follow exercises & training programs, I find myself easily attune to the training planned by him. With each PT session meet-up, Samuel will always make our training challenge, yet fun and enriching at the same time by introducing new exercise routines and machines to keep me engaged.

The one biggest wishlist that I would like to ask for, is to probably have an integrated program into the VLocker App; for the PTs and Trainees to track their individual training programs, and performances. This is to have a clearer visibility like how we can track our bills and bookings of classes.

Lastly, I would like to take this opportunity to show my heart-felt appreciation for Sameul and every one in the club; including the class facilitators, in making my fitness journey at VA a warm-welcoming and friendly place to be at. Great job!",5,Virgin Active,Tanjong Pagar,4043,2024
"Initially, I was unsure about stepping out of my comfort zone and attempting to transform my body at the gym. I was overwhelmed by the thought of exercising in a gym filled with intimidating equipments and experienced individuals. Especially when I am unfamiliar with the techniques used in fitness training.

However, upon meeting Samuel, all of my doubts dissipated. His calm demeanor and encouraging attitude immediately put me at ease, and I knew that I was in good hands. Samuels dedication to my progress was evident from the beginning of our training sessions. His unwavering support and expert guidance instilled a newfound sense of confidence in me. With Samuel by my side, I am certain that I will conquer my fitness goals and achieve the results I have always dreamed of.",5,Virgin Active,Tanjong Pagar,782,2024
"Really thankful to have Nicole as my PT! Learnt a lot over the past 9 + month 


She's super patient and encouraging. And would breakdown the concepts for me so I won't just do blindly but understand!",4,Virgin Active,Tanjong Pagar,200,2024
Nicolas at virgin active is awesome ! Always so helpful & friendly! ,5,Virgin Active,Tanjong Pagar,68,2024
"Great facilities but once you've signed up, the service will be horrible. All they care about is scamming people with incorrect billing once you request to downgrade or cancel your membership. Seems like their staff who handles billing need to learn how to read!",2,Virgin Active,Tanjong Pagar,262,2024
