review,rating,gym,branch,length,year
Front desk staff are all welcoming. They can remember gym member name well and always put on their best smile.,5,Fitness First,Junction 10,110,2021
"It's like working out at home as staff greet customers with their names. They always listen to us attentively and help to resolve our issues.
Positive
Communication",5,Fitness First,Junction 10,164,2021
"The staff and personal trainers here are easy to engage and talk to. Overall a great place to workout.
Positive
Communication, Professionalism",5,Fitness First,Junction 10,142,2021
"Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,48,2021
"Staff, Julie, in junction 10 is friendly and nice person 
Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,106,2021
"Positive
Communication, Professionalism",5,Fitness First,Junction 10,39,2021
"Positive
Communication",4,Fitness First,Junction 10,22,2021
"I especially appreciate those ladies working in Front Of House, Julie, Fafa, Nina... very attentive, willing to do extra.

Hope GX class would have more variety of instructors, it is always those few instructors operating classes, quite bored.
Positive
Quality, Professionalism",4,Fitness First,Junction 10,277,2021
"Julie

Friendly",5,Fitness First,Junction 10,15,2021
"Positive
Professionalism",5,Fitness First,Junction 10,24,2021
"Love coming to Junction 10 FF! Staffs here give exceptional customer service that puts a smile on my face even before I start working out. Great job! Best part is, they remember people *warms my heart* Thank you Julie & crew 
Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,274,2021
Gym and locker rooms are clean. Staff are friendly. Easy booking system and enough equipments/weights for a good workout. Wish they had an abductor machine and it would be perfect ,5,Fitness First,Junction 10,180,2021
"Professional
Positive
Communication, Professionalism",5,Fitness First,Junction 10,52,2021
"Cosy gym and very friendly staff!
Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,82,2021
"Positive
Communication, Professionalism",5,Fitness First,Junction 10,39,2021
"Friendly staff and well maintained equipments. Well done team. Keep it up.
Positive
Professionalism",5,Fitness First,Junction 10,99,2021
"Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,48,2021
"Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,48,2021
"Positive
Communication",5,Fitness First,Junction 10,22,2021
"Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,48,2021
Great facilities & helpful staff ,5,Fitness First,Junction 10,33,2021
"Good gym and friendly staf like Fatehah
Positive
Quality",4,Fitness First,Junction 10,56,2021
"Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,48,2021
"Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,48,2021
"Positive
Professionalism",5,Fitness First,Junction 10,24,2021
Everyone here is so helpful at the Front of office/concierge. The lockers have been fixed... lots of space and good equipment.,5,Fitness First,Junction 10,126,2021
"Positive
Professionalism",5,Fitness First,Junction 10,24,2021
"Very friend staff. Feels very welcoming and comfortable. Patrons here are also very nice.
Positive
Communication",4,Fitness First,Junction 10,112,2021
"Good facilities and space, hygienic. Trainers are super friendly and receptionists as well :) Ahmad and Julie especially.
Positive
Quality, Professionalism",5,Fitness First,Junction 10,155,2021
"Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,48,2021
"Great workout place. Friendly and helpful staff especially Julie. Fantastic RPM C and TBC instructors.

Bring on Body Attack to our Club 
Positive
Communication, Quality, Professionalism",4,Fitness First,Junction 10,186,2021
"Very friendly customer services, front desk, Julie",5,Fitness First,Junction 10,50,2021
"The counter girls are very friendly & nice. Especially Julie. She greet everyone when we came to the gym, and greet us goodbye when we left.
Positive
Communication, Professionalism",4,Fitness First,Junction 10,180,2021
"The staffs are very professional and helpful in every areas of work. They are always willing to help and very friendly. Especially Julie who has very good memory and remembers everyone's name and she is very helpful in every aspects. Our trainer Audy is the best and he provides us with the best trainings we can have.
Positive
Professionalism",5,Fitness First,Junction 10,343,2021
"Satisfied
Positive
Professionalism",4,Fitness First,Junction 10,34,2021
"I enjoyed attending classes at J10 branch.
Instructors are friendly, members get along well in the group classes.
Front reception are equally friendly too!
Keep it up J10!

Happy to see Fateha here again!
Positive
Communication",5,Fitness First,Junction 10,227,2021
"Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,48,2021
"Positive
Professionalism",4,Fitness First,Junction 10,24,2021
"Though small gym, the staff there are very friendly and kind, even the cleaner aunty and uncle too.

Comment: The main studio is kind of warm and air ventilation very low. It would be perfect if they could add a few wall fans in the main studio so that when we workout in the studio, its not so hot.
Positive
Quality, Professionalism",4,Fitness First,Junction 10,333,2021
"Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,48,2021
"Great gym with friendly staffs and clean equipments 
Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,101,2021
"Awesome and friendly staff! Julie and Fateha especially!! Thank you!!
Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,118,2021
"Positive
Professionalism",5,Fitness First,Junction 10,24,2021
"Friendly staff and helpful.
Positive
Communication",5,Fitness First,Junction 10,50,2021
"Fareham n Nina have been helpful n friendly, always greeting with smiles. Thumbs up. It is important for frontdesk to present a good image for FF",3,Fitness First,Junction 10,145,2021
"Great instructors who are really helpful and friendly. Clean facilities with adequate safe distancing measures in place (: can be a little difficult to book classes at prime hours but otherwise everything is great!
Positive
Communication, Quality, Professionalism",4,Fitness First,Junction 10,263,2021
"Nice big gym with good facilities.
Positive
Quality, Professionalism",5,Fitness First,Junction 10,68,2021
"Positive
Communication, Quality, Professionalism",5,Fitness First,Junction 10,48,2021
"Friendly staff, good equipment and clean facilities! Many different classes offered here here awesome instructors! Do note that as this is a premium gym, towels are provided but not attires. Bring your own if you need a change of attires! Water dispensers are available but not those fancy kinds you see at platinum gyms but is good enough!
Positive
Quality, Professionalism",5,Fitness First,Junction 10,374,2021
"This is a very friendly gym, nice members and staffs.
Positive
Communication, Quality",5,Fitness First,Junction 10,85,2021
"Ita not a platnium gym at FF.
This gym outlet does not provide attire, must bring your own attire. Only towels, lockers ans refilled water coolers are provided.

Toliet system in gym is weak, not able to flush down fully.

Quite a distance walk -8-10mins from bt panjang MRT station",3,Fitness First,Junction 10,282,2021
"Relatively new and am excited to come to this branch
Positive
Professionalism",5,Fitness First,Junction 10,77,2021
Fav gym in BP and CCK. Pretty well maintained and clean. There is 1 full power rack with a lifting platform and a half power rack. Its great for all types of lifts. They also have a astro turfed functional area that can cater to many types of training. Staff is super friendly and accommodating.,5,Fitness First,Junction 10,295,2020
"A little small for a FF and it's not a platinum gym. So don't expect the ""pantry"" worth of fruit-flavoured water. The lockers are also due for renovation because there's always error in locking. Other than that, it's still a nice and popular neighbourhood gym.",4,Fitness First,Junction 10,260,2020
Ive been going for a few weeks now. The classes and trainers are all super helpful. The admin staff are friendly. Good equipment and machines. Easily the best gym in Bukit Panjang!,5,Fitness First,Junction 10,180,2020
"This centre is not too crowded but smaller as compared to Westgate. Conducts regular classes. One thing to note is, this centre does not provide workout attire, only towel service is available.",3,Fitness First,Junction 10,193,2020
Nice facility with wonderful support staff.,5,Fitness First,Junction 10,43,2019
"Small but not as crowded as other Fitness First at peak hours. No clothes given, just towels. Overall I like it because less crowded.",4,Fitness First,Junction 10,133,2019
Great classes n instructors,5,Fitness First,Junction 10,27,2019
"Only complaint is, class always fully booked within 1 min of release",4,Fitness First,Junction 10,68,2019
"i frequent this gym even though it is small as it is located near my place. their trainers are one of the best you can find, especially robyn from fridays class and nicholas from wednesdays class.

ive seen some improvements since my first time here a year ago. they replaced all plates and bars for classes, provided more equipment etc. class size can be improved as i noticed that thursday evening classes are always extremely packed to the point where there is not enough space to maneuver.

the greatest disappointment will be my consultant, Joy (probably not from J10), who disappeared almost immediately after i signed up for the membership. needed help in suspension of the membership and texted her to no avail. i guess it is fair to say some consultants (not all) only exist when you have something to offer.",2,Fitness First,Junction 10,817,2019
"Gym is nice but since it's not platinum one so there is no deo, clothes, hair gel etc are available!",5,Fitness First,Junction 10,100,2019
Friendly staff (they even recognize you and address you on first name basis) and members. Some of whom I made friends even outside the gym. The best FF gym outlet.,5,Fitness First,Junction 10,163,2019
Nice cosy gym. If youre signing up with this outlet look for Tony. His sessions are engaging and hes really nice! I really enjoyed the Kickboxing session and the massage after. Thank you Tony!!,5,Fitness First,Junction 10,193,2019
"Good equipment and somewhat spacious, one can definitely get a good workout in this gym. Though its not as full featured as other outlets, its not as bad as people put it out to be.

Cons:
- Attire isnt provided, only towels
- In terms of drinks only a water cooler is provided (I dont need fancy drinks but I prefer warm water)
- Sauna room doesnt get hot enough, dont think its the type where you can pour water over as well. Too bright!
- No steam room!

Not my first choice but would still go if Im home",4,Fitness First,Junction 10,507,2018
"Great gym, good range of comprehensive equipment, very good instructors and coaches, lively atmosphere, great facilities",5,Fitness First,Junction 10,120,2018
"One of the worst. No uniform provided, no steam room, no drinks counter and 2 of the 4 female toilets are either under maintenance or with non working door locks. Wouldnt pay big money for membership here.",2,Fitness First,Junction 10,205,2018
Facilities are good....But argh.........I am not really satisfy .......,2,Fitness First,Junction 10,71,2018
The only part good about this gym is the good trainers. Take out the trainers and you will get probably the worst FF club in the island.,2,Fitness First,Junction 10,136,2018
Wide range of equipment which are very new and clean!,4,Fitness First,Junction 10,53,2018
This gym doesn't provide attire! I just re-signed up fitnessfirst after 1 year termination. The gym is cutting cost from every aspect. And you cannot find any clue that they don't provide attire from their stupid class booking app,1,Fitness First,Junction 10,230,2018
"Clean place but feels Ike they are fighting with city Square mall FF to see which is the cheaper looking gym. No drinks other than water, 1 or 2 clocks in the entire gym.",3,Fitness First,Junction 10,170,2018
disgusting termination policy.,1,Fitness First,One George Street,30,2024
"Fairly small, but awesome views and chill hangout area outside",5,Fitness First,One George Street,62,2024
"Great location and facilities, but in general I found Fitness First prices to be very high, and their sales practices deceptive & pushy. That unfortunately seems to be the case with many gyms in Singapore. With Fitness First whenever I showed any interest be it in person or on the website I got their sales people harassing me to take one of their memberships. They also advertise on their website a Fitpass with a fixed term access (1 week, 2 weeks, ...) without a commitment but in reality the messaging is gradually changed and by the time of the payment its a pass for 1, 2 ... classes within a 1, 2 ... week period. From a $$60 weekly pass it becomes a 1 class within 1 week for $$60. Read everything carefully and ask questions to make sure you understand the conditions properly.",2,Fitness First,One George Street,787,2024
Beautiful location for a workout. Gym equipment is good. Toilet good. Sauna and steam are good.,5,Fitness First,One George Street,95,2024
"Awesome view, luscious greenery, friendly staff & trainers! The gym size is compact yet it offers complete equipment. Plus it has a dry sauna which not many gyms have.",5,Fitness First,One George Street,167,2024
"The gym itself is quite small, if youre going there in non peak hours, youre going to have a great time!

Otherwise it can get a little bit crowded since the free weights area is like 8sqm",4,Fitness First,One George Street,188,2024
"very nice play, swimming pool amazing, after work you can chilll there take time slowly like vacation",5,Fitness First,One George Street,101,2024
Awesome place to workout,5,Fitness First,One George Street,24,2024
"Great location. The gym is a little bit small but usually not so busy which is great.

The main reason to come to this gym is the wonderful infinity pool with the awesome view of Singapore river and the old civic district of Singapore.",5,Fitness First,One George Street,235,2024
Gym in CBD that has the best view in all of the city. Have most of the free weights and machines you'd want and need.,5,Fitness First,One George Street,117,2024
Love this gym but 3 stars for the black face that the male receptionist was giving yesterday and zero response when one says please and thanks. I remember the lady always greets or at least gives a silent smile. I can overlook the age and size of the gym but nobody is paying the ever increasing membership fee to be treated like unwelcomed guests.,3,Fitness First,One George Street,348,2024
"My favourite spot for a decent run on the treadmill overlooking a nice view!


Aside from my home gym ORQ, this is one of my top spots to come to..it does get a lil crowded given the gym is kinda small but still a nice location to go to on the weekends",5,Fitness First,One George Street,252,2024
"FF One George St offers a comprehensive fitness experience with a variety of amenities. The gym features a studio room, though it's often packed due to its popularity. A highlight is the swimming pool, perfect for a refreshing workout.

They provide towels and exercise attire, adding to the convenience, and the infused drink station is a delightful touch, keeping you hydrated and refreshed. One of the standout features is the swim short dryer, which is incredibly handy for avoiding the hassle of carrying wet swimwear home.

Overall, Fitness First George St caters well to its members, despite the occasional crowding, with its excellent facilities and thoughtful amenities that enhance the workout experience",5,Fitness First,One George Street,714,2024
"One of the best fitness facilities in Singapore which I've experienced thus far  thanks to Fernie Ng and team for the three-day trial :)

When you arrive, you are greeted by copious amounts of greenery , spaciousness and an outdoor pool  checking in was easy with the friendly staff to assist if you need a pair of workout attire and towel. Venture further in and you are welcomed by state-of-the-art machines, dumbbells, barbells, mirrors, huge windows  and a yard for various aerobic activities or stretching. There are also male and female changing rooms with lockers, fully functioning bathrooms, showers, sauna  and steam room etc

Entrance is via lift lobby C and there are some sheltered carpark slots available. Overall, this is an amazing gym to visit no matter what your health goals or what season you're going through in life. Highly recommended ",5,Fitness First,One George Street,858,2024
amazing pool! pool length is 24m for those who are wondering :),5,Fitness First,One George Street,63,2024
"I had the opportunity to train under PT Sherrie (Gu Shan Shan) and highly commend and recommend her. She's very knowledgeable and thorough. Although I signed up with PT Sherrie for functional stretching, we did some sessions of resistance as well as yoga too. She communicates well even though English isn't her first language. Most importantly, my fitness improved, lost weight and fats and gained muscles in this 2 months journey. Thank you!",5,Fitness First,One George Street,443,2024
Exercised here on a business trip. Wonderful clean gym with nice staff and a spectacular rooftop pool,5,Fitness First,One George Street,101,2024
i love this branch the most,5,Fitness First,One George Street,27,2024
The outdoor terrace is beautifully decorated and you can swim.,5,Fitness First,One George Street,62,2024
"Fraud gym membership structure - am already on frozen status and require to terminate the membership. And in order to terminate, I will need to unfreeze, pay one full month of membership (which I'm not gg to use) and terminate.

Really ridiculous membership terms and conditions.",1,Fitness First,One George Street,279,2024
"I went to FF One George Street to work out last night. Before I finished my exercise, I suddenly smelled a burning smell, which became more and more obvious. Then when I went to the mens locker room to get protein powder, I saw some staff gathered around me. What were we discussing in front of the sauna? There was a lot of water on the ground. It turned out that there was a fire in the sauna. I seemed to have heard the alarm ringing just now. I was still wondering what the ringing meant. Maybe it was the smoke that set off the alarm. When I finished exercising and took a shower, I wanted to use the sauna. The doors of the sauna and steam room were wide open, and there were signs on the doors saying they were temporarily unavailable. I didn't know how long it would take before they could be used again.",4,Fitness First,One George Street,812,2024
"One of the smallest Fitness First branches that I have visited. The Body Pump class was often oversubscribed, resulting in people rushing to get a space in the gym room, which will become very crammed. There is, however, a beautiful view of Singapore downtown cityscape, which can be enjoyed while using the swimming pool or treadmills.",3,Fitness First,One George Street,336,2024
"Service recovery from both Fitness First George Street and Member Experience executive Rose has been abysmal and honestly really disappointing.

I submitted a membership termination request at the front desk of OGS in October 2023 and was notified that I had to serve a notice period of one month (November). As I already had travel plans and had no intentions to use the gym in Nov, I checked with the front desk staff if I could serve notice while my membership was on freeze. To which he said I could and proceeded to put my account on freeze for Nov.

Fast forward 1st December, I was notified that my card was charged the regular monthly fee for my supposedly terminated membership. Hence I called in (5 Dec) to the membership experience team and was attended by Rose, to which I learnt that there was no termination request put in as you cant have your account on freeze while on your notice period.

I explained that I had been wrongly informed of this since if I already had intentions to terminate my membership and I knew of this, how would putting my account on freeze make any sense at all? She then tells me shell investigate with the club and will get back to me in 2-3 business days.

It is now past Christmas and I have received zero follow ups from Rose and have had to make multiple calls back to her every few days to check back on the status. Not too sure if this is the customer experience Fitness First is going for......",1,Fitness First,One George Street,1443,2024
Sauna and steam room broke down again on 9 Dec. Always out of service. And that was after hot water service has just been re installed after a period of down time.,2,Fitness First,One George Street,163,2023
Terence (Membership agent) was very friendly and helpful. Very insightful and shared a lot about the different memberships and outlets. Happy to refer more friends to him in the future.,5,Fitness First,One George Street,185,2023
"The trainer JJ, who helped me register as well as utilise my free passes was extremely frienly and approachable and was always there to clarify my doubts and questions.",5,Fitness First,One George Street,168,2023
"Thanks for JJs service, very helpful assisting my friend for his trials",5,Fitness First,One George Street,71,2023
"Wide range of equipments and classes available, Jesmond was friendly and swift in assisting me to book classes.",5,Fitness First,One George Street,111,2023
JJ gets 5 stars from me for being a helpful and super responsive trainer during my two week trial period! He checked in with me to ask about my experience and was prompt in helping me book the fitness classes!,5,Fitness First,One George Street,209,2023
Great facilities and great staff! shoutout to Jonathan and JJ for showing us around,5,Fitness First,One George Street,83,2023
"received a text from JJ to inform me he is the new sales consultant for my account. During the past ten years or so, I don't quite rem who is my sales consultant so I decide to reply and check out some stuff with JJ. He is very prompt with helping me with what I need and I really appreciate that he also update me on what fitness pass I have in my account that I can gift to friends.",5,Fitness First,One George Street,384,2023
Cindys service is very good and her approach is very gentle.,5,Fitness First,One George Street,60,2023
Small and washrooms not as decent as other FF locations. Unbeatable view though.,3,Fitness First,One George Street,80,2023
Used to be open till 11pm on weekdays but they changed to 10pm. Love swimming here.,5,Fitness First,One George Street,83,2023
"I have been with FF for more than 10 years. My monthly payment is on auto payment/Giro on every 1st of the month. Never failed to make payment on time. I recently lost my wallet and had to replace my credit card and relink the auto payment. I arrived at the club on the 2 Oct, the staff informed me they did not manage to get my monthly payment on the 1 Oct from my lost credit card. I immediately paid the fee for Oct. And asked the staff to relink to my new credit card. She did and I gave her the OTP code to complete the transaction.

I was able to get to the gym subsequently (Tues, Wed)

On Thursday, I received an email from the office that they did not get my Oct payment and failed to deduct from my credit card. Hence my membership is suspended. I explained that I did make Oct payment and the new credit card was provided. She checked and confirmed they received the payment but I need to relink my credit card to reinstate my membership.

Why???? Oct payment was made and I should be able to link my credit card or choose to pay cash etc on a monthly basis. I should not be forced to link my credit card!

An hour later, another staff from ORQ club called me to inform me that my payment was not received....I repeated the whole story again.

I went to the club on Friday, and they in fact suspended my membership.

Till now, I have emailed the managers of the club and FF. No one is able to explain to me why they suspended my membership when I had made the payment.

I am not sure if the management has changed over the years.... everything from hygiene of the shower room to equipments are going down hill..... especially OGS club. And now they are behaving like cowboys....",1,Fitness First,One George Street,1689,2023
$55 day pass ,1,Fitness First,One George Street,13,2023
"Too small gym for the number of people. Equipment is old, for example the dumbbell caps have all fallen off.

Only good thing is the amazing view from the pool.",2,Fitness First,One George Street,160,2023
Nice place for us to maintain Healthy Lifestyle.,5,Fitness First,One George Street,48,2023
Great place to workout. !!,5,Fitness First,One George Street,26,2023
"It feels like a club, and the price is relatively inexpensive (cheaper than anytime fitness).
The space is large, the appliances are neatly arranged, and the basic facilities are complete. It also has a swimming pool and a sauna.
In addition, the bathroom will provide shower gel, one large and one small towel, hair dryer, hairspray and other items, which is very considerate.",5,Fitness First,One George Street,377,2023
Good place,5,Fitness First,One George Street,10,2023
Good range of equipment. Infinity pool and good views.,5,Fitness First,One George Street,54,2023
One of the nice outlet of Fitness First gym with a pool overlooking the city view.,4,Fitness First,One George Street,82,2023
One of the less crowded FF branch and it has a nice city view swimming pool.,4,Fitness First,One George Street,76,2023
"Area not too big but quite complete, especially with nice scenery and great pool area for exercise and chill.",4,Fitness First,One George Street,109,2023
Probably the only other outlet with a (somewhat) heated pool.. but the view from the pool is exceptional! Cardio and threadmill area is sufficient tho the weights area can get a little crowded during peak periods due to the size. Came on a Sunday but and it was quite crowded.,5,Fitness First,One George Street,276,2023
Nice Place to both workout and chill,5,Fitness First,One George Street,36,2023
Overpriced for the quality and quantity of equipment available. However gym and amenities were clean.,3,Fitness First,One George Street,101,2023
"Its always nice to be back in the club, exercising with friends  I forgot to bring my gym card and the front desk staff made it such a breeze for me to continue to enjoy my time at the gym. No drama. Such an amazing customer experience.",5,Fitness First,One George Street,236,2023
"Small place but has all you need.

Water is infused with Lemon, Orange etc.

Nov2022",5,Fitness First,One George Street,84,2023
"My go-to place to workout! Has the best pool view, IMO. Hope they are able to renovate the locker room and shower facilities. But the workout and fitness areas are well maintained and the crowd is not huge even during peak hours - A Huge Plus!",4,Fitness First,One George Street,243,2022
"Small but good gym, can get quite crowded. The pool is also small but nice. Lockers and bathroom ate not too clean. Also closing your membership is a pain.",1,Fitness First,One George Street,155,2022
A perfect gym with outdoor swimming pool. A well equipped place that catered all your needs,5,Fitness First,One George Street,91,2022
"A medium size gym with great equipment.

Nice city view while you sweat it out!

Pool looks pretty amazing too, though not suitable for hardcore swimming practice.",5,Fitness First,One George Street,163,2022
Best gym with heated swimming pool ,5,Fitness First,One George Street,35,2022
"Went to tour this gym location before deciding whether to purchase membership and assign this location as my home gym. I was there on a Saturday afternoon. Met with a consultant and he give us a brief tour (5 mins). Unfortunately he was busy and had to attend to another client and told us he could answer our questions after he was done. We roamed around the gym on our own. The gym is definitely one of the smaller ones in terms of size within the Premium FF network. I went during non peak and there was quite a number of people working out. Non of the chairs & tablets were available in the pool area. I have to give a special shout out to Clement at the front desk. He was very helpful and informative. Was very patient and answered all my questions with a jovial attitude. Great attitude and personality! I would have been sold if he was the membership consultant 
Even though the pool can only accomdate about 3-4 swimmers for 1/2 laps ... The view is amazing with the city skyline!",4,Fitness First,One George Street,989,2022
Clement from FF OGS is very helpful and always service with a smile. You can feel his friendliness even with the mask on. Give him a raise!,5,Fitness First,One George Street,139,2022
"I always go ogs for their pool. great view, relatively well maintained compared to other branch",5,Fitness First,One George Street,95,2022
"Great environment, pool, not so crowded. Not a huge gym - market St is the flagship and wayyyy bigger but 1G is a nice place and friendly",5,Fitness First,One George Street,137,2022
"Huge, lots of machines to chose from as well as free weights. I didn't take the fitness classes but they seem packed ! My trainer is Ramp; he is very reliable, helpful and motivating . Oh, view from pool is stunning.",5,Fitness First,One George Street,216,2022
"Tried my first complimentary personal training at One George street with Ryan! Awesome guy! Learned so much about my form and tempo! He was really patient and he gave a lot of insightful sharing about functional training and importance of training some muscle parts that are often neglected. Feeling the burns! Woooo!

 ",5,Fitness First,One George Street,320,2022
Great pool!,5,Fitness First,One George Street,11,2022
"With an infinity pool for a gym... I really don't mind travelling a bit further on workout day just To make it there... due to capacity and lots of WFH, this isn't packed to the bream when I first experience it few years back.",5,Fitness First,One George Street,226,2022
Have to say this gym is a bit small but the swimming pool is definitely quite amazing!,4,Fitness First,One George Street,86,2021
Excellent view by the pool!,5,Fitness First,One George Street,27,2021
Best outlet of FF for the view. Good to chill,5,Fitness First,One George Street,45,2021
Nice place to do workout.,5,Fitness First,One George Street,25,2021
You can relax by the pool here. Quite nice and windy. Or bring some hot chocolate on a rainy day,5,Fitness First,One George Street,96,2021
The view at the pool is mesmerising!,5,Fitness First,One George Street,36,2021
"Go there for training!

Aniq is an amazing P trainer! ",5,Fitness First,One George Street,54,2021
"This.place.is.very.nice.the.view.is.the.best.for.peace.of.mind.and.body.health.for.the.community.Today.it.is.at.Fitness.First.increasingly.progressive.because.increasing.customers .newly.it.is.in.this.place.increasingly.busy.because.the.customers.are.going.with.their.activities.I.think.this.is.one.of.the.best.businesses.in.the.world.because.of.the.capital. .only.it.only.needs.a.spacious.place.and.tools.purchased.only.once.can.be.used.as.long.as.possible.,But.requires.a.hardworking.lateh.juror. and.Im.very.certain.this.team.will.progress.AND.SUCCESS.FOREVER.....Thank you.for.your.kindness.and.good.Successful.Fitness....:-$:-$ :-$:-$.",5,Fitness First,One George Street,640,2021
Millionaire Dollars View,5,Fitness First,One George Street,24,2020
One of the smaller FF gyms. Friendly staff and a swimming pool with a nice view,5,Fitness First,One George Street,79,2020
"Transparent glasses and nice view wrap around the gym, located at tower C of the building, still need to walk a bit from the void deck, when get the level 5. Turn Left after coming out of the life, push the door and.turn left, walk straight, the gym is at the end",5,Fitness First,One George Street,263,2020
Who wouldnt fall in love with OGS poolside view,5,Fitness First,One George Street,47,2020
"Great amenities and friendly staff. A bit confusing to find the first time - go to the 5th floor and turn left from the elevator to go outside, and then left again to the end of the rooftop towards the pool",4,Fitness First,One George Street,206,2020
Gym with pool and nice view .,5,Fitness First,One George Street,29,2020
Perhaps the best FF gym in Singapore IMO. lovely pool (though I never swim because it's too small),5,Fitness First,One George Street,98,2020
It's ok. Machines are a bit packed. No stretching corner. Generally clean. Got a swimming pool as well.,4,Fitness First,One George Street,103,2020
Workout with a view!,5,Fitness First,One George Street,20,2020
My favourite FF in Singapore,5,Fitness First,One George Street,28,2020
"Clean, nice, smiling and counciliant staff, awesome view, not too crowded. Really good spot for fitness abviously but also for resting a bit at the pool :)",5,Fitness First,One George Street,155,2019
First time experience at a full service gym. Great view of the city skyline and Marina Bay Sands at their pool. Great service from the staff. A bit embarrassed at my noobness on what to do there haha.,5,Fitness First,One George Street,200,2019
Loved it,5,Fitness First,One George Street,8,2019
"Very friendly reception, nice staff best trainer is Ramp he has lot of experience and passion to train.

He helped me lose weight and build my body to be in very good shape.",5,Fitness First,One George Street,173,2019
Good view. Crowded gym though.,3,Fitness First,One George Street,30,2019
Great place to relax and unwind,5,Fitness First,One George Street,31,2019
"The manager of this company is rude and ill-mannered. She had the audacity to ask me to leave the club BEFORE 12PM in a very rude manner, with a funny reason of 12PM being the peak hour.

After my gym membership finishes, I would advise people to avoid this gym and I AM DEFINITELY NOT JOINING THIS GYM AGAIN!",1,Fitness First,One George Street,309,2019
Amazing heated infinity pool overlooking the Supreme Court! Lots of classes to choose from too,5,Fitness First,One George Street,94,2019
Love the view,5,Fitness First,One George Street,13,2019
Love the view from this gym. Also tend to be less crowded than other outlets.,4,Fitness First,One George Street,77,2019
"Great equipment. Very clean. Their pool is nice too. Bring your own conditioner/face wash if you plan on taking a shower. They have only body wash and shampoo. Overall a really good gym. They provide active wear too, which is really convenient for people with crazy work schedule.",5,Fitness First,One George Street,280,2019
"The club is currently closed until 19 sept. There is no announcement anywhere online. Not in google, not via sms. I wasted 45 mins traveling to this place and now it ruined my schedule and mood",4,Fitness First,One George Street,193,2019
Gym,5,Fitness First,One George Street,3,2019
Very limited shower facility. I think there is only like 4 to 5 cubicles. You will need to wait for shower almost every time. Gym is small but has a large open area outside the gym for outdoor workout.,3,Fitness First,One George Street,201,2019
Love to gym here,5,Fitness First,One George Street,16,2019
Pool is fantastic! The view is great! However it gets crowded during peak period. Convenient location!,3,Fitness First,One George Street,102,2019
"They have pool at this location. I like this gym, they have decent amount of equipment.. they have all the basics free weights. Its a bit small and no fancy stuff like their other outlets.",4,Fitness First,One George Street,188,2019
"This is one of the smaller platinum outlets for Fitness First. The price point is higher than average, but so is the service that you'll experience.

The gym is small, but it is not usually overcrowded during lunch, which leads to quicker workouts and showers. There's a lot of treadmill machines that are underused; most of the activity is concentrated in the free weights area.

The counter staff are always on hand to cater to your needs. One of them personally helped me search the gym and locker rooms when I misplaced my card. The women's locker rooms have also just been upgraded with quality rain showers.

The pool holds stunning views during sunset; whether you're soaking in the water, lounging on the reclining deck chairs or dozing off in the hammocks.

I'd give this outlet a perfect 5 stars if it were open on weekend nights.",4,Fitness First,One George Street,840,2019
Nice Gym at CBD area with swimming pool and view.,4,Fitness First,One George Street,49,2019
Comercial. Horrible place. Unsafe.,1,Fitness First,One George Street,34,2019
"One of the FF that has pool, decent amount of equipment. More on the treadmill machines. Outdoor class activities are available here.",5,Fitness First,One George Street,133,2019
Decent FF platinum gym. Comes with an infinity lap pool and plenty of space for outdoor workouts. Attire provided. #BrownManReviews,4,Fitness First,One George Street,131,2019
"The most Terrible gym, staffs has no responsiblity and process was so inconvience",1,Fitness First,One George Street,81,2019
Quite a good gym. There are many equipment and treadmills.,4,Fitness First,One George Street,58,2019
"FF OGS freestyle area , equipments, Gx or swim. U choose!",5,Fitness First,One George Street,57,2019
Great looking pool and good gym with stunning view,5,Fitness First,One George Street,50,2018
Staff are very friendly and helpful..,5,Fitness First,One George Street,37,2018
"One of the oldest fitness first outlet in Singapore. They have all the basics free weights and machines you would usually need and there is a swimming pool, steam bath and sauna too. no fancy stuff like the newer outlets in bugis or paya lebar. Location is in between Chinatown and Clarke quay mrt station.",4,Fitness First,One George Street,306,2018
Awesome service.. look for Mark del Mundo if you need anything from fitness first - 87999329,5,Fitness First,One George Street,92,2018
gym night,3,Fitness First,One George Street,9,2018
"A compact platinum club in downtown Singapore with one big group exercise studio, and outdoor pool and outdoor cycling machines.

The locker room are quite big for the club size but the shower section is slightly small and the soap / shampoo looks confusing somehow",5,Fitness First,One George Street,265,2018
"This gym might fall short in terms of affordability and size. However, it has really friendly staffs and trainers that know you by name. The night view here is absolutely stunning, I love doing the outdoor classes, or just chilling by the pool at night.",4,Fitness First,One George Street,253,2018
